pipe,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
p712,-0.0005970001,-0.0005950928,-0.00060272217,-0.44124222,-0.14807892,-0.1688118,-0.35100174,-0.34209824,0.0,-0.5490875,-0.49737167,-0.26656723,-0.20858002,-0.46273804,-0.4461689,-0.34204102,-0.44876862,-0.38150406,-0.14704514,-0.11462402,-0.17013931,-0.2032013,-0.3200302,-0.23851013,-0.3810959,-0.43818283,-0.8315582,-0.47110367,-0.32201767,-0.41531372,-0.16533661,-0.43069458,-0.31824112
p713,-0.0005970001,-0.00059890747,-0.00060653687,-0.44174576,-0.14823532,-0.16898727,-0.3513794,-0.34246445,0.0,-0.5492096,-0.50522995,-0.26963043,-0.2088089,-0.46325684,-0.44668007,-0.34241867,-0.4492874,-0.3819313,-0.14720154,-0.114746094,-0.1703186,-0.20341492,-0.32038116,-0.23876953,-0.3815117,-0.4398384,-0.8500557,-0.4774208,-0.32631302,-0.4213562,-0.16746521,-0.4371605,-0.3229599
p714,-0.00060272217,-0.00060272217,-0.00061035156,-0.44395065,-0.14893341,-0.1697731,-0.35305786,-0.34410095,0.0,-0.5516548,-0.5132599,-0.27305984,-0.2097969,-0.4655342,-0.44891548,-0.34408188,-0.45153046,-0.38377762,-0.147892,-0.11528778,-0.17111969,-0.20436478,-0.3219223,-0.23989105,-0.38332748,-0.4429245,-0.8753357,-0.48431778,-0.33091736,-0.42768478,-0.16976547,-0.44384766,-0.32785797
p715,-0.00060272217,-0.00060272217,-0.00060653687,-0.4428177,-0.14858246,-0.16938019,-0.35220718,-0.34327316,0.0,-0.5518074,-0.48968124,-0.2639351,-0.20929718,-0.46438217,-0.44776535,-0.34323883,-0.4503708,-0.3828392,-0.14754486,-0.11501312,-0.17071533,-0.20389175,-0.3211441,-0.23931885,-0.38241196,-0.43825912,-0.8190918,-0.46541977,-0.31806183,-0.40956497,-0.16340256,-0.4244461,-0.31370163
p716,-0.0006198883,-0.00061798096,-0.00062561035,-0.43820953,-0.14713669,-0.16774368,-0.34869385,-0.3398552,0.0,-0.54458237,-0.50517654,-0.268795,-0.20724487,-0.45951843,-0.44309807,-0.33976746,-0.44568253,-0.3789711,-0.14611816,-0.1138916,-0.16905212,-0.20190811,-0.31792068,-0.23697662,-0.378582,-0.43671417,-0.8144531,-0.475502,-0.32569504,-0.42082977,-0.16711426,-0.43688202,-0.3227501
p717,-0.0005970001,-0.0005950928,-0.00060272217,-0.4326706,-0.145401,-0.16576385,-0.34445953,-0.3357544,0.0,-0.53578186,-0.5265999,-0.2756157,-0.20476532,-0.45368958,-0.43748856,-0.33558655,-0.44004822,-0.37431717,-0.1443901,-0.112529755,-0.16705704,-0.19952393,-0.3140564,-0.23415375,-0.37397766,-0.43515015,-0.8071747,-0.48958206,-0.33628845,-0.43643188,-0.17227554,-0.45409393,-0.33528137
p718,-0.0006008148,-0.00060272217,-0.00060653687,-0.43405533,-0.14583206,-0.16626358,-0.34552383,-0.33677673,0.0,-0.5371704,-0.534359,-0.27870178,-0.20539093,-0.45513535,-0.43888855,-0.3366356,-0.44145966,-0.37548065,-0.14482498,-0.11286926,-0.16755295,-0.20011902,-0.31502533,-0.23486328,-0.3751297,-0.43738174,-0.81266785,-0.49560165,-0.34055328,-0.44237518,-0.1743927,-0.46047592,-0.33995438
p719,-0.0006122589,-0.00061035156,-0.00061798096,-0.4370346,-0.14677048,-0.16732407,-0.34779358,-0.33898926,0.0,-0.5406532,-0.5428505,-0.28233337,-0.20671463,-0.45824432,-0.44190598,-0.33887863,-0.44449234,-0.37797546,-0.14575195,-0.113601685,-0.1686287,-0.20140076,-0.31710052,-0.2363739,-0.3775978,-0.44100952,-0.82071304,-0.5025253,-0.3453827,-0.44898605,-0.17681122,-0.46751404,-0.34511566
p720,-0.0005970001,-0.0005950928,-0.00060272217,-0.4326706,-0.145401,-0.16576385,-0.34445953,-0.3357544,0.0,-0.53578186,-0.5265999,-0.2756157,-0.20476532,-0.45368958,-0.43748856,-0.33558655,-0.44004822,-0.37431717,-0.1443901,-0.112529755,-0.16705704,-0.19952393,-0.3140564,-0.23415375,-0.37397766,-0.43515015,-0.8071747,-0.48958206,-0.33628845,-0.43643188,-0.17227554,-0.45409393,-0.33528137
p721,-0.0005931854,-0.0005912781,-0.00059890747,-0.43177032,-0.14512634,-0.16544724,-0.3437767,-0.33508682,0.0,-0.53396225,-0.5372658,-0.2793274,-0.20436859,-0.45271683,-0.43657875,-0.33491516,-0.43914032,-0.37356186,-0.14411926,-0.11231995,-0.16673279,-0.19913864,-0.3134346,-0.2336998,-0.37322998,-0.43588257,-0.80330276,-0.4969597,-0.3417778,-0.4443283,-0.17496872,-0.46271896,-0.34158707
p722,-0.0005950928,-0.0005950928,-0.00059890747,-0.43320465,-0.1455841,-0.16596985,-0.34487534,-0.33615112,0.0,-0.53536606,-0.5464363,-0.2829094,-0.20501328,-0.45420074,-0.43803215,-0.33600235,-0.44059753,-0.3747635,-0.1445694,-0.1126709,-0.1672554,-0.19976425,-0.31443405,-0.23443604,-0.37441254,-0.4383278,-0.80487823,-0.503891,-0.34675217,-0.45130157,-0.17744064,-0.47024536,-0.34709167
p723,-0.0006008148,-0.0005950928,-0.00060653687,-0.43472672,-0.14605713,-0.16650772,-0.346035,-0.33728027,0.0,-0.5366745,-0.5588379,-0.28766632,-0.20569229,-0.45579147,-0.4395752,-0.33714676,-0.4421463,-0.3760414,-0.14505005,-0.11304855,-0.16780853,-0.20041656,-0.31549835,-0.23521805,-0.37568283,-0.44124985,-0.80516815,-0.513134,-0.35342407,-0.46068192,-0.1807518,-0.48038483,-0.35451126
p724,-0.0005931854,-0.0005912781,-0.00059890747,-0.42770386,-0.14385605,-0.16401291,-0.34066772,-0.33207703,0.0,-0.52890015,-0.4992485,-0.2680893,-0.20256042,-0.44844055,-0.43246078,-0.33185196,-0.43499756,-0.37015152,-0.14286041,-0.111328125,-0.16527557,-0.19739532,-0.31059647,-0.23163605,-0.3698578,-0.4316826,-0.8585663,-0.4864998,-0.3244629,-0.41920853,-0.16627884,-0.43317413,-0.31970215
p725,-0.00056648254,-0.0005645752,-0.0005722046,-0.40408707,-0.1364212,-0.15555191,-0.32256317,-0.3144951,0.0,-0.49482346,-0.5187874,-0.27431107,-0.19197464,-0.42346954,-0.40855408,-0.314003,-0.41098404,-0.35025406,-0.13548279,-0.10551834,-0.15670395,-0.18719101,-0.2940483,-0.21955109,-0.35015106,-0.41926193,-0.7444687,-0.5140381,-0.33517075,-0.4358635,-0.17113113,-0.4498062,-0.33139038
p726,-0.0005569458,-0.0005569458,-0.0005645752,-0.42994308,-0.14430237,-0.16453171,-0.34152222,-0.33280563,0.0,-0.48594666,-0.3616562,-0.2535591,-0.20315552,-0.44862366,-0.43506813,-0.33322144,-0.4375534,-0.37118912,-0.14330673,-0.11167145,-0.16577911,-0.19800949,-0.31163406,-0.23228455,-0.37049866,-0.57992935,-0.43683243,-0.40359497,-0.27098083,-0.3236885,-0.14284897,-0.3258438,-0.2434578
p727,-0.0005340576,-0.0005302429,-0.0005378723,-0.405365,-0.13658524,-0.15576172,-0.32275772,-0.31458664,0.0,-0.45906067,-0.36581802,-0.26025772,-0.192173,-0.42287445,-0.41017342,-0.31467438,-0.4125328,-0.35056305,-0.13565445,-0.105644226,-0.15689468,-0.18741608,-0.2944641,-0.21974945,-0.35009766,-0.5459671,-0.42764664,-0.41265488,-0.2761879,-0.32846832,-0.14577866,-0.33016205,-0.24684906
p728,-0.00049972534,-0.00049972534,-0.00050354004,-0.3798294,-0.12852097,-0.14658737,-0.30316925,-0.2955742,0.0,-0.4312477,-0.37039185,-0.2674942,-0.18069458,-0.39608002,-0.38431358,-0.29535294,-0.38654327,-0.32906723,-0.12765121,-0.09935379,-0.14759827,-0.17634201,-0.27654648,-0.20664978,-0.32881165,-0.5096283,-0.41822433,-0.42253876,-0.2818222,-0.33364487,-0.14896011,-0.33485794,-0.2505455
p729,-0.0005187988,-0.0005187988,-0.0005264282,-0.38166046,-0.1293335,-0.1475029,-0.30529785,-0.29771805,0.0,-0.46310043,-0.53847504,-0.28132248,-0.18187332,-0.39963913,-0.3858757,-0.2970276,-0.3881874,-0.33130646,-0.12845612,-0.09998703,-0.1485405,-0.1774559,-0.27829742,-0.20802689,-0.3313408,-0.40844727,-0.64595413,-0.5477104,-0.34667587,-0.45349503,-0.17636108,-0.46697998,-0.343441
p730,-0.0005054474,-0.00050354004,-0.00051116943,-0.3788948,-0.12846375,-0.1465187,-0.30317307,-0.2956543,0.0,-0.45907593,-0.5546417,-0.28643036,-0.18064117,-0.39665604,-0.38308334,-0.29494095,-0.38537598,-0.32896805,-0.12759781,-0.09931183,-0.14754486,-0.1762619,-0.27635956,-0.20661545,-0.32901764,-0.40792084,-0.63097763,-0.5578766,-0.3546524,-0.46528625,-0.18021774,-0.47987366,-0.3528061
p731,-0.0005016327,-0.00050354004,-0.00051116943,-0.37970734,-0.1287384,-0.14682388,-0.30381012,-0.29627228,0.0,-0.45986557,-0.5710068,-0.2916031,-0.18102646,-0.39746094,-0.3839054,-0.295578,-0.38620377,-0.32966614,-0.12787247,-0.09952545,-0.14785767,-0.17663956,-0.27695084,-0.20705032,-0.32969666,-0.4095993,-0.6286087,-0.5650253,-0.36248016,-0.47666168,-0.18408203,-0.49267578,-0.36218262
p732,-0.0005092621,-0.00050735474,-0.00051498413,-0.38134384,-0.12927246,-0.14744186,-0.30508804,-0.29750824,0.0,-0.4617653,-0.5920372,-0.29790878,-0.18178177,-0.39913177,-0.3855648,-0.29683685,-0.38785934,-0.3310547,-0.12840271,-0.09994125,-0.14847946,-0.1773758,-0.2781105,-0.20791245,-0.33107758,-0.41178513,-0.628891,-0.572155,-0.37208557,-0.4906273,-0.18885803,-0.50878143,-0.37402344
p733,-0.00050735474,-0.00050735474,-0.00051498413,-0.3713417,-0.12605667,-0.14378357,-0.29730988,-0.28995132,0.0,-0.44765472,-0.5419197,-0.28619766,-0.17721176,-0.38853836,-0.37545967,-0.28919983,-0.37770462,-0.32253647,-0.12520981,-0.09743118,-0.14476776,-0.17295074,-0.27101898,-0.20269775,-0.3226204,-0.40838242,-0.5944443,-0.5845032,-0.35212326,-0.46050644,-0.17892838,-0.4718628,-0.34669876
p734,-0.00051498413,-0.00051498413,-0.0005187988,-0.3732872,-0.12669373,-0.14449692,-0.29882812,-0.29143524,0.0,-0.45077133,-0.5559845,-0.28902435,-0.1781044,-0.39060593,-0.3774166,-0.2906952,-0.379673,-0.3242073,-0.12583923,-0.09792328,-0.14550018,-0.17382812,-0.27240753,-0.2037201,-0.32427597,-0.407753,-0.6042175,-0.57814026,-0.35763168,-0.46920776,-0.18157578,-0.48236084,-0.35440445
p735,-0.0005092621,-0.00050735474,-0.00051498413,-0.37648392,-0.12771225,-0.14565659,-0.30130005,-0.29383087,0.0,-0.4549713,-0.56695175,-0.29228592,-0.17955399,-0.39398956,-0.38065147,-0.29312134,-0.38292694,-0.32691956,-0.12685013,-0.098724365,-0.1466713,-0.1752243,-0.27466583,-0.20537949,-0.32696152,-0.40995407,-0.61275864,-0.57865906,-0.3626442,-0.47650146,-0.18406296,-0.49080658,-0.3606186
p736,-0.0005016327,-0.00050354004,-0.00051116943,-0.3797531,-0.12875748,-0.1468544,-0.303833,-0.29628754,0.0,-0.45912552,-0.5802078,-0.29640198,-0.18104553,-0.3974228,-0.38396072,-0.29560852,-0.38624954,-0.32969284,-0.12789154,-0.099536896,-0.14787674,-0.17666245,-0.27697754,-0.20707321,-0.3297119,-0.4126587,-0.6202736,-0.58124924,-0.36880875,-0.48540497,-0.1871376,-0.50102997,-0.36816025
p737,-0.0006656647,-0.0006637573,-0.0006713867,-0.48591232,-0.16199493,-0.18463135,-0.3850441,-0.37514114,-0.52851486,-1.6771965,-0.3221283,-0.20389175,-0.22844315,-0.50997925,-0.49143028,-0.37564468,-0.4941826,-0.41897202,-0.1608429,-0.12550354,-0.1861763,-0.22232437,-0.35113907,-0.26116943,-0.41817856,-0.43875885,-0.47303772,-0.33490753,-0.22877121,-0.2815361,-0.119464874,-0.2866478,-0.21323395
p738,-0.0006504059,-0.00065231323,-0.0006599426,-0.47811127,-0.15958405,-0.18188477,-0.37914658,-0.3694191,-0.51644135,-1.6434593,-0.31708527,-0.20071793,-0.22499466,-0.50185394,-0.48352242,-0.36979675,-0.48623657,-0.41247177,-0.15845108,-0.12361145,-0.1833992,-0.21900558,-0.34573364,-0.2572441,-0.41176605,-0.43181992,-0.46535873,-0.32962036,-0.22521591,-0.27715302,-0.11761093,-0.28219223,-0.20992279
p739,-0.00046348572,-0.00046539307,-0.00046920776,-0.35330582,-0.12008667,-0.13700104,-0.28276062,-0.27575684,0.0,-0.40260315,-0.3752098,-0.27532578,-0.16871643,-0.3682747,-0.3574543,-0.27523422,-0.35954285,-0.3066826,-0.11928558,-0.09278488,-0.13788986,-0.1647644,-0.2578888,-0.19298172,-0.30664444,-0.4704399,-0.40841675,-0.43312454,-0.28782654,-0.33911514,-0.15234375,-0.33983612,-0.25445938
p740,-0.00042915344,-0.0004272461,-0.0004310608,-0.32867813,-0.11218262,-0.12799072,-0.2636757,-0.2572136,0.0,-0.3752098,-0.355011,-0.27918625,-0.15748596,-0.3424225,-0.33252716,-0.25645828,-0.33449173,-0.2857895,-0.11143112,-0.08662033,-0.12878418,-0.15389633,-0.240448,-0.18016052,-0.28592682,-0.4390335,-0.38181305,-0.406662,-0.28215408,-0.32474518,-0.15043259,-0.3241043,-0.24378586
p741,-0.00038337708,-0.00038146973,-0.00038909912,-0.30270004,-0.103767395,-0.11842346,-0.24347687,-0.23757172,0.0,-0.3463211,-0.33358002,-0.28430176,-0.14557266,-0.31515884,-0.30622864,-0.2366066,-0.3080597,-0.26368332,-0.103084564,-0.08008194,-0.11910629,-0.14235687,-0.22198105,-0.16655731,-0.2639923,-0.4056282,-0.35372162,-0.37849808,-0.27650833,-0.30963135,-0.14858627,-0.3074684,-0.23251343
p742,-0.00036239624,-0.00036239624,-0.00036621094,-0.2781334,-0.09577179,-0.109313965,-0.22429657,-0.21892548,0.0,-0.3189392,-0.31328964,-0.28962326,-0.13424683,-0.28938675,-0.28136444,-0.2177887,-0.28305435,-0.24273682,-0.095149994,-0.0738678,-0.10990906,-0.13137054,-0.20446014,-0.15362549,-0.24317169,-0.37373352,-0.32726288,-0.35185623,-0.27130508,-0.29536057,-0.14683914,-0.2917137,-0.22183228
p743,-0.00032424927,-0.00032043457,-0.00032806396,-0.25287628,-0.08749008,-0.09988785,-0.20451736,-0.19967651,0.0,-0.29073334,-0.2924614,-0.29593277,-0.12254715,-0.2628975,-0.25580025,-0.19838715,-0.25735474,-0.22114563,-0.08692932,-0.06744003,-0.10039139,-0.12000656,-0.18638992,-0.14025879,-0.22170639,-0.34059525,-0.30018616,-0.3244667,-0.26628876,-0.28078842,-0.14516449,-0.2755623,-0.21089172
p744,-0.00029182434,-0.000289917,-0.0002937317,-0.22524261,-0.07836914,-0.08949661,-0.1828003,-0.17853546,0.0,-0.25981903,-0.26964188,-0.30423737,-0.10967255,-0.23396683,-0.22783852,-0.17711258,-0.2292366,-0.19747162,-0.077869415,-0.060367584,-0.0899086,-0.10748291,-0.16654587,-0.12555695,-0.19813919,-0.3039055,-0.27066422,-0.29436874,-0.26134872,-0.26498032,-0.14356232,-0.2579193,-0.19899368
p745,-0.00053596497,-0.0005340576,-0.0005455017,-0.3899765,-0.13199997,-0.15053558,-0.31175995,-0.30399704,0.0,-0.47302628,-0.6970062,-0.32606506,-0.18567276,-0.40841675,-0.39426994,-0.30337524,-0.39663315,-0.3383789,-0.13110352,-0.10206604,-0.15161133,-0.18111038,-0.28419113,-0.21235275,-0.3383522,-0.41770554,-0.6434593,-0.5846939,-0.41640854,-0.55607605,-0.21105194,-0.58859634,-0.43322372
p746,-0.0005226135,-0.00051498413,-0.0005264282,-0.37744904,-0.12804413,-0.14603806,-0.30212784,-0.29464722,0.0,-0.45705414,-0.7156334,-0.33568954,-0.18003845,-0.39517593,-0.3815899,-0.2938919,-0.38389587,-0.327816,-0.127182,-0.09897995,-0.1470604,-0.17568207,-0.27540207,-0.20592499,-0.32788467,-0.40732956,-0.6131706,-0.5849533,-0.43328094,-0.58112717,-0.22001648,-0.6242752,-0.46220398
p747,-0.0005168915,-0.00051498413,-0.0005226135,-0.37252426,-0.12649155,-0.14427185,-0.29833984,-0.29096603,0.0,-0.45076752,-0.73298645,-0.34262848,-0.17782211,-0.3899269,-0.376606,-0.29016495,-0.37888336,-0.323658,-0.12564087,-0.097766876,-0.14526367,-0.17354202,-0.27194595,-0.20339584,-0.32375717,-0.4037552,-0.6009331,-0.5892563,-0.44458008,-0.59776306,-0.22589874,-0.64648056,-0.47987366
p748,-0.00050735474,-0.00050354004,-0.00051116943,-0.37052536,-0.12586975,-0.1435585,-0.29680634,-0.2894745,0.0,-0.44810486,-0.7507477,-0.34906387,-0.17693329,-0.3877716,-0.37457848,-0.28866196,-0.3768425,-0.32196808,-0.12501907,-0.097278595,-0.14455032,-0.17268372,-0.27054977,-0.20237732,-0.32208252,-0.4028473,-0.5950012,-0.5955391,-0.4546013,-0.61239624,-0.23101425,-0.6650009,-0.4942932
p749,-0.0005187988,-0.0005187988,-0.0005264282,-0.38492203,-0.13043213,-0.14875412,-0.30786133,-0.30020523,0.0,-0.4661255,-0.6098442,-0.30368805,-0.18341827,-0.40286636,-0.38918495,-0.299572,-0.39149475,-0.33409882,-0.12954712,-0.10084152,-0.14980698,-0.17895508,-0.28066254,-0.20978546,-0.33407974,-0.4155159,-0.63531494,-0.5789833,-0.38048553,-0.50260544,-0.1930542,-0.5224724,-0.3841095
p750,-0.0005283356,-0.0005302429,-0.0005378723,-0.39068222,-0.13225555,-0.15083313,-0.31230545,-0.30451584,0.0,-0.47356415,-0.64442444,-0.3129921,-0.18601608,-0.40896988,-0.39500237,-0.30393982,-0.3973465,-0.3389778,-0.13135529,-0.10226059,-0.15190887,-0.18146896,-0.28471375,-0.21274948,-0.33891296,-0.4199257,-0.6493912,-0.5826187,-0.39468002,-0.5232239,-0.20023727,-0.547657,-0.40277863
p751,-0.0005493164,-0.0005455017,-0.0005493164,-0.3885193,-0.13154984,-0.15001678,-0.3106346,-0.30290985,0.0,-0.47080612,-0.71086884,-0.32923508,-0.18502045,-0.40684128,-0.39279747,-0.3022766,-0.39515305,-0.33715057,-0.1306572,-0.10171509,-0.15108871,-0.1804924,-0.28317642,-0.21161652,-0.33713913,-0.4175644,-0.63783646,-0.59202576,-0.42129135,-0.5635147,-0.21329498,-0.5960846,-0.438282
p752,-0.0005168915,-0.00051498413,-0.0005226135,-0.3811531,-0.12921906,-0.1473732,-0.30497742,-0.29740524,0.0,-0.4613037,-0.74419403,-0.3351822,-0.18170929,-0.39905548,-0.385334,-0.2966957,-0.38765335,-0.33093262,-0.1283493,-0.09989929,-0.1484108,-0.17728806,-0.27799988,-0.2078247,-0.33097458,-0.41191864,-0.61886215,-0.5999794,-0.4318695,-0.5804825,-0.21809769,-0.61475754,-0.45116043
p753,-0.00044059753,-0.0004386902,-0.00044250488,-0.3426056,-0.11696625,-0.13344574,-0.2751236,-0.2683792,0.0,-0.40843964,-0.5669174,-0.3022461,-0.16425323,-0.357769,-0.34640884,-0.2674446,-0.3484764,-0.29820633,-0.11619568,-0.09033203,-0.1342926,-0.16046524,-0.2508011,-0.18790436,-0.2984085,-0.3959236,-0.5117302,-1.0889854,-0.3781929,-0.5027962,-0.1894226,-0.5010376,-0.3655777
p754,-0.00045585632,-0.00045394897,-0.00046157837,-0.3368492,-0.11512756,-0.13134766,-0.2706604,-0.26404953,0.0,-0.40163422,-0.55784225,-0.2974472,-0.16163254,-0.35171127,-0.3405819,-0.2630577,-0.34261703,-0.29332352,-0.114364624,-0.088897705,-0.13217545,-0.15792847,-0.24671936,-0.184906,-0.29356003,-0.38956833,-0.5031853,-1.0665855,-0.37215042,-0.49464035,-0.18642426,-0.49303436,-0.35975266
p755,-0.00044059753,-0.0004386902,-0.00044250488,-0.3426056,-0.11696625,-0.13344574,-0.2751236,-0.2683792,0.0,-0.40843964,-0.5669174,-0.3022461,-0.16425323,-0.357769,-0.34640884,-0.2674446,-0.3484764,-0.29820633,-0.11619568,-0.09033203,-0.1342926,-0.16046524,-0.2508011,-0.18790436,-0.2984085,-0.3959236,-0.5117302,-1.0889854,-0.3781929,-0.5027962,-0.1894226,-0.5010376,-0.3655777
p756,-0.00044822693,-0.00044631958,-0.00045394897,-0.3405304,-0.11634064,-0.13273239,-0.27357483,-0.2668724,0.0,-0.4067726,-0.5937042,-0.31394196,-0.1633606,-0.35556412,-0.34428787,-0.2659073,-0.34634018,-0.29649734,-0.1155777,-0.08984375,-0.13357544,-0.1595993,-0.24938583,-0.1868782,-0.29670715,-0.39139938,-0.514019,-1.4245377,-0.39945984,-0.53874207,-0.19810104,-0.5297661,-0.38489914
p757,-0.00044822693,-0.00044631958,-0.00045394897,-0.34015274,-0.1162529,-0.1326294,-0.27331924,-0.2666359,0.0,-0.4068756,-0.61557007,-0.32578278,-0.16321945,-0.35518265,-0.34389687,-0.2656479,-0.3459549,-0.29621124,-0.115478516,-0.089767456,-0.13346481,-0.15946579,-0.24915695,-0.18671799,-0.2964325,-0.38927078,-0.51631546,-1.1597137,-0.42009354,-0.57398605,-0.20644379,-0.5561333,-0.4025154
p758,-0.00049209595,-0.00048828125,-0.00049972534,-0.36481476,-0.12408447,-0.1415329,-0.29244232,-0.28523254,0.0,-0.4405403,-0.7819443,-0.36797714,-0.17438507,-0.38167572,-0.3687935,-0.28437042,-0.3710289,-0.3171692,-0.12324524,-0.095882416,-0.14249039,-0.17023087,-0.26656342,-0.19947052,-0.31730652,-0.39977264,-0.5787697,-0.60785675,-0.4835167,-0.6529274,-0.2468605,-0.7225609,-0.5429573
p759,-0.0004787445,-0.00047302246,-0.00048446655,-0.36045074,-0.12268829,-0.1399498,-0.28907394,-0.28195572,0.0,-0.43537903,-0.77220535,-0.36387634,-0.17240143,-0.37708282,-0.36437798,-0.28105164,-0.3665924,-0.31347275,-0.12186813,-0.09479904,-0.14088821,-0.1683197,-0.26348495,-0.19721603,-0.31365204,-0.39517975,-0.5712662,-0.60053253,-0.47811127,-0.6455002,-0.24416351,-0.7146301,-0.53718567
p760,-0.000497818,-0.00049209595,-0.00049972534,-0.35601807,-0.121276855,-0.13834,-0.28564835,-0.2786255,0.0,-0.43013,-0.7624359,-0.35976028,-0.17039871,-0.37241364,-0.3598919,-0.27767944,-0.36207962,-0.3097191,-0.12046814,-0.093696594,-0.13925934,-0.1663742,-0.2603531,-0.19491577,-0.30992508,-0.3905182,-0.5636635,-0.5931549,-0.47270203,-0.63806534,-0.24147034,-0.7067337,-0.53144836
p761,-0.00046539307,-0.00046157837,-0.00046920776,-0.3472557,-0.118442535,-0.13512039,-0.2788124,-0.27199554,0.0,-0.41917038,-0.7238655,-0.33501053,-0.16638184,-0.36314774,-0.3510418,-0.27098083,-0.35318375,-0.3022461,-0.11766052,-0.091495514,-0.13600159,-0.16249466,-0.2541237,-0.19032669,-0.3025093,-0.38370132,-0.54491425,-0.6445236,-0.4384346,-0.59835434,-0.21763611,-0.61481094,-0.44543076
p762,-0.0004711151,-0.00047302246,-0.00047683716,-0.35829544,-0.12195587,-0.13911438,-0.2873459,-0.28028107,0.0,-0.43286133,-0.75258636,-0.33876038,-0.17137527,-0.37485123,-0.3622074,-0.27936172,-0.3644066,-0.3115921,-0.12114334,-0.09423447,-0.14004517,-0.16731262,-0.26190567,-0.19603729,-0.31179047,-0.39308548,-0.5674553,-0.62592316,-0.4420433,-0.6009064,-0.22077942,-0.6267357,-0.45572662
p763,-0.00045013428,-0.00045394897,-0.00045776367,-0.33951187,-0.11602402,-0.13236618,-0.27283096,-0.2661667,0.0,-0.40727997,-0.64653397,-0.3414421,-0.16291428,-0.3546486,-0.34323502,-0.26515198,-0.34530258,-0.295681,-0.11526489,-0.08959961,-0.13320923,-0.15916443,-0.24868774,-0.18636703,-0.29593277,-0.38479233,-0.51952744,-0.87968445,-0.44797134,-0.6225014,-0.2176323,-0.59259415,-0.42691422
p764,-0.00042152405,-0.0004196167,-0.0004234314,-0.32718277,-0.112075806,-0.12787628,-0.26329803,-0.25689697,0.0,-0.3927536,-0.6319046,-0.3503189,-0.15730667,-0.34168243,-0.33075523,-0.25576782,-0.33275604,-0.2852249,-0.111335754,-0.08652496,-0.1286583,-0.15372849,-0.23997116,-0.17996597,-0.28556442,-0.37086487,-0.5008583,-0.7747154,-0.4667282,-0.6564331,-0.22250748,-0.60188675,-0.43120956
p765,-0.0004196167,-0.000415802,-0.0004234314,-0.31764984,-0.10900116,-0.12438965,-0.25590897,-0.24972153,0.0,-0.3814888,-0.6199379,-0.35876083,-0.15295029,-0.33166122,-0.32109642,-0.24850082,-0.32305527,-0.27714157,-0.10829544,-0.08413696,-0.12513351,-0.14952469,-0.23322296,-0.17500305,-0.27754593,-0.36005783,-0.48641586,-0.7008171,-0.48352432,-0.68244934,-0.22654724,-0.6063919,-0.43275452
p766,-0.0004005432,-0.0004005432,-0.0004043579,-0.308712,-0.10612488,-0.12110138,-0.24897003,-0.24297333,0.0,-0.3708763,-0.60803604,-0.36966705,-0.14887619,-0.322258,-0.31204796,-0.24168396,-0.31396103,-0.26955795,-0.10543823,-0.08189392,-0.12182236,-0.14557266,-0.22689056,-0.17034149,-0.2700081,-0.3500328,-0.47278214,-0.6372528,-0.5037651,-0.71391296,-0.23132324,-0.6084976,-0.43312836
p767,-0.0005168915,-0.00051498413,-0.0005226135,-0.372818,-0.12658691,-0.14438248,-0.2985649,-0.29118347,0.0,-0.45059967,-0.8069725,-0.34617233,-0.17795944,-0.39020538,-0.37689972,-0.29039383,-0.3791771,-0.32390213,-0.12573624,-0.09783554,-0.14537811,-0.17367554,-0.27215576,-0.20354843,-0.32399368,-0.40597534,-0.5973892,-0.6135254,-0.45035553,-0.6094284,-0.22672272,-0.64725494,-0.47400284
p768,-0.00048446655,-0.00048065186,-0.00048828125,-0.36139297,-0.12296677,-0.14025879,-0.2897606,-0.28263092,0.0,-0.43691635,-0.77539444,-0.3470497,-0.17280197,-0.37810898,-0.36533928,-0.28173828,-0.36755753,-0.3142395,-0.12213898,-0.09501648,-0.14120865,-0.16869354,-0.26411438,-0.19765854,-0.31441116,-0.39481735,-0.5761337,-0.5968323,-0.4534874,-0.6133385,-0.22946548,-0.66187286,-0.4890709
p769,-0.0005168915,-0.00051498413,-0.0005226135,-0.372818,-0.12658691,-0.14438248,-0.2985649,-0.29118347,0.0,-0.45059967,-0.8069725,-0.34617233,-0.17795944,-0.39020538,-0.37689972,-0.29039383,-0.3791771,-0.32390213,-0.12573624,-0.09783554,-0.14537811,-0.17367554,-0.27215576,-0.20354843,-0.32399368,-0.40597534,-0.5973892,-0.6135254,-0.45035553,-0.6094284,-0.22672272,-0.64725494,-0.47400284
p770,-0.00049972534,-0.00049591064,-0.00050354004,-0.3648033,-0.1240387,-0.14147949,-0.2923851,-0.28517914,0.0,-0.44089127,-0.8462105,-0.34504318,-0.17433548,-0.38174438,-0.36878967,-0.2843132,-0.3710251,-0.3171196,-0.12320709,-0.09585953,-0.1424408,-0.17017746,-0.2665062,-0.1994133,-0.31726837,-0.39842987,-0.5814705,-0.60895157,-0.45030975,-0.61091995,-0.22637558,-0.6490402,-0.47440338
